0.00,0.00,0.00,0
-3.80,-7.73,-1.80,36936
-2.31,-7.85,-1.37,21352
-2.79,-9.96,-1.73,18768
-5.41,-11.53,-1.49,22224
-2.75,-10.75,-0.67,21380
-1.92,-8.12,-1.45,18800
-0.71,-12.04,-3.30,22212
-2.04,-10.83,-1.22,21348
-2.55,-9.22,-0.59,18764
-2.35,-6.86,-0.67,22172
-3.02,-4.79,0.90,21368
-1.53,-4.71,1.37,18700
-1.53,-11.22,0.31,22204
-1.57,-10.28,-0.55,21328
-3.10,-9.22,-0.43,18796
-5.84,-6.83,0.27,22248
-3.69,-11.85,-2.39,21240
-0.75,-10.90,-1.77,18792
-7.14,-6.86,0.67,22344
-4.75,-6.86,-1.18,21396
-4.04,-7.53,-1.22,24540
-6.47,-6.75,0.08,25128
-7.37,-9.14,-0.39,18256
-8.71,-7.77,0.08,19928
-7.30,-4.63,0.39,25276
-7.77,-7.53,-0.31,18284
-8.43,-8.08,-0.39,19928
-7.26,-5.96,0.39,25424
-8.20,-5.02,0.35,18304
-6.67,-6.43,-0.16,19848
-8.16,-6.63,-0.31,25364
-7.96,-7.65,-0.78,18328
-8.98,-5.92,0.12,20068
-7.69,-3.65,-0.27,25188
-7.73,-5.30,-0.04,18348
-7.81,-5.33,-0.31,19912
-7.88,-5.37,-0.04,25504
-8.79,-5.45,-0.63,18344
-9.06,-5.92,-0.12,19948
-8.24,-8.47,0.00,25164
-6.94,-3.41,-0.43,18256
-9.30,-4.24,-0.04,28228
-9.53,-4.08,0.67,21796
-10.16,-4.82,0.20,19144
-8.04,-4.20,0.16,22628
-9.73,-4.90,1.18,21640
-10.16,-5.30,0.27,19112
-7.88,-4.31,0.51,22864
-7.53,-4.43,0.78,21792
-7.22,-4.04,-0.08,19156
-9.22,-4.71,0.59,22688
-9.53,-3.37,0.12,21748
-8.08,-3.37,0.43,19136
-8.51,-4.67,0.51,22532
-10.12,-4.90,1.18,21772
-9.96,-4.79,0.43,19176
-8.87,-3.73,0.59,22624
-8.32,-4.12,0.43,21760
-8.90,-3.96,0.82,19116
-9.81,-4.59,0.63,22636
-9.85,-4.39,0.63,21792
-9.14,-3.92,0.82,19112
-8.20,-3.57,0.00,30832
-9.10,-3.84,0.63,18272
-9.30,-3.65,0.86,19884
-9.30,-3.53,2.16,25288
-9.96,-2.86,0.94,18320
-8.71,-2.39,1.45,19888
-8.83,-3.84,1.22,25172
-8.67,-3.37,1.26,18148
-9.65,-3.92,1.02,19892
-10.00,-2.59,2.28,25200
-9.10,-3.18,1.61,18388
-9.02,-3.73,1.33,19736
-9.41,-2.28,1.73,25264
-10.94,-4.00,1.33,20980
-9.22,-3.65,2.12,24940
-7.85,-2.86,1.92,25900
-10.28,-3.65,-0.16,18608
-9.38,-2.63,1.84,16992
-9.65,-2.28,3.57,19620
-9.41,-2.94,3.14,17304
-8.67,-2.31,1.96,19720
-9.06,-3.26,2.79,29948
-7.49,-1.84,2.79,19156
-8.63,-1.14,2.82,22604
-10.28,-2.75,2.63,21588
-10.08,-2.20,3.88,19204
-9.77,-2.79,3.33,22856
-8.75,-0.16,4.35,21892
-10.12,-0.67,3.06,19172
-8.00,-2.82,3.30,22660
-8.04,-2.63,3.69,21700
-8.12,-1.45,4.04,19176
-8.83,-2.08,3.88,22704
-8.67,-2.00,4.86,21728
-9.30,-2.28,3.77,19236
-8.79,-1.14,3.41,284996
-8.67,-2.12,4.24,334104
-9.26,-2.63,3.53,192320
-9.22,-2.39,3.96,25440
-8.67,-0.55,3.69,18320
-9.26,-3.14,3.57,19880
-8.00,-2.47,3.92,25328
-7.96,-2.16,3.84,23916
-7.88,-2.20,4.63,22612
-8.51,-2.75,4.12,21744
-8.51,-2.20,4.24,19176
-8.59,-2.67,3.92,22820
-8.55,-2.24,4.63,21788
-9.02,-2.12,4.00,19172
-8.63,-2.47,3.84,22624
-8.79,-2.51,3.96,21720
-8.63,-2.82,3.84,19140
-8.55,-2.08,4.63,22620
-8.55,-2.51,4.47,21716
-8.67,-2.51,3.84,19124
-8.63,-2.31,3.80,22732
-8.67,-2.24,4.20,21816
-8.87,-2.35,5.26,19124
-8.90,-2.24,4.28,22540
-8.16,-2.86,3.53,21780
-8.36,-2.43,3.84,19152
-8.32,-1.80,4.59,22708
-8.75,-2.63,3.84,21704
-8.63,-2.16,4.12,19140
-8.63,-2.55,4.31,31000
-8.47,-2.59,4.75,18352
-8.16,-2.24,4.12,19900
-7.88,-1.80,4.51,25228
-8.51,-2.55,3.69,18292
-9.06,-2.71,4.59,19884
-8.55,-2.75,3.88,25408
-8.32,-2.43,5.45,18360
-8.12,-2.67,4.94,19908
-8.98,-2.67,3.73,25248
-8.00,-1.14,4.90,18296
-8.63,-2.24,4.16,19860
-8.98,-2.39,3.80,25192
-8.83,-2.28,4.35,18284
-8.71,-2.43,4.04,19888
-7.77,-2.63,4.12,25252
-8.08,-2.35,3.65,18300
-8.55,-2.75,4.28,19732
-8.67,-2.16,3.49,25308
-8.98,-3.06,3.73,18272
-8.39,-2.16,4.20,19864
-8.47,-2.35,4.39,29832
-8.83,-2.31,4.20,19148
-8.47,-1.73,4.63,22552
-8.28,-2.71,4.35,21692
-8.87,-2.82,3.92,19180
-8.20,-2.94,3.96,22488
-8.47,-2.16,4.51,21692
-8.63,-2.16,4.00,19156
-8.67,-2.20,4.08,22532
-9.22,-2.24,4.43,21652
-8.63,-2.79,4.00,19108
-8.67,-3.10,5.18,22472
-9.22,-3.26,3.69,21648
-8.39,-2.04,4.12,19148
-8.28,-2.35,4.47,22508
-8.87,-2.24,4.39,21708
-8.94,-2.47,4.43,19152
-8.79,-2.63,4.20,22424
-8.12,-2.31,2.98,21692
-8.43,-2.24,3.73,19156
-8.39,-2.63,5.65,22588
-8.47,-2.63,4.28,40396
-8.00,-1.53,4.79,27772
-8.43,-2.08,3.96,20844
-8.39,-2.51,3.96,22412
-8.24,-2.86,3.92,27588
-7.77,-2.28,4.24,20820
-8.71,-2.47,4.55,22280
-8.98,-2.28,4.04,27580
-8.75,-2.51,4.08,20832
-8.83,-1.96,4.39,22408
-8.75,-2.43,3.96,27652
-8.90,-2.71,3.80,20724
-8.67,-2.39,4.39,22372
-8.55,-2.31,3.84,27648
-8.83,-2.16,4.51,20772
-8.87,-2.59,3.41,22232
-8.59,-2.28,4.47,27572
-8.36,-1.96,4.16,20752
-8.24,-2.35,4.86,22280
-8.51,-2.63,4.98,27588
-8.55,-2.75,4.47,20784
-8.83,-2.71,3.92,22128
-9.06,-2.79,3.49,32316
-8.28,-2.39,4.12,21608
-8.71,-2.16,4.35,25056
-8.83,-2.28,4.63,24184
-8.55,-2.55,4.08,21480
-7.88,-1.61,5.22,24972
-8.51,-2.12,4.75,23992
-7.92,-1.84,4.75,21644
-8.55,-2.63,4.08,24916
-8.55,-2.47,3.96,24156
-8.59,-2.28,3.92,21608
-8.32,-2.75,4.71,25116
-9.10,-2.55,4.39,24184
-8.39,-3.10,4.08,21628
-8.43,-2.28,4.00,24988
-8.04,-1.84,4.94,24192
-8.71,-2.24,4.08,21668
-8.36,-2.28,4.63,25032
-8.79,-2.67,4.71,24192
-8.67,-2.94,3.77,21632
-8.71,-3.14,3.69,25088
-8.32,-2.82,4.00,28992
-8.36,-2.47,3.69,22388
-8.75,-2.55,3.77,27776
-8.90,-2.51,3.80,20836
-8.67,-2.51,4.12,22468
-8.90,-2.20,4.51,27604
-8.90,-2.63,4.28,20716
-8.75,-2.04,4.75,22432
-8.63,-2.75,4.08,27708
-8.24,-2.79,3.61,20768
-8.47,-2.59,4.82,22384
-8.59,-2.35,4.35,27676
-8.55,-2.24,4.04,20780
-9.06,-2.90,4.12,22400
-8.36,-2.39,4.43,27648
-9.02,-2.67,4.12,20684
-8.24,-2.35,4.20,22392
-8.59,-1.92,4.04,27676
-8.36,-3.02,4.31,20780
-8.90,-3.45,4.00,22384
-8.20,-1.96,4.94,27684
-8.12,-2.16,3.30,26448
-8.63,-2.63,3.92,25156
-8.59,-2.98,4.67,24076
-7.92,-2.20,4.00,21648
-8.63,-2.59,4.86,25132
-8.51,-2.28,3.96,24216
-8.43,-2.47,4.16,21688
-8.94,-2.71,3.73,25060
-8.55,-2.90,3.88,24224
-8.71,-2.75,4.24,21616
-8.28,-2.51,3.92,25116
-8.51,-2.71,3.88,24264
-8.39,-2.75,4.16,21708
-8.32,-2.43,4.31,25040
-8.63,-2.59,4.28,24096
-8.87,-3.26,4.39,21564
-8.08,-2.90,4.16,25064
-8.36,-3.14,4.12,24108
-8.63,-2.98,4.04,21488
-8.36,-2.75,3.73,24876
-8.71,-2.75,4.24,25668
-8.79,-2.59,4.16,25444
-8.79,-2.16,4.43,36124
-8.87,-2.98,3.53,20888
-8.98,-2.35,4.59,19336
-8.94,-2.31,4.47,22056
-8.79,-3.26,4.16,19832
-8.04,-2.43,3.61,22144
-8.12,-2.90,3.88,27536
-8.12,-2.04,3.61,20876
-7.96,-2.98,4.39,22632
-8.08,-3.37,3.88,27544
-8.47,-2.82,4.04,20812
-8.28,-3.14,3.69,22480
-8.24,-3.18,3.84,27924
-8.43,-2.75,4.86,20856
-8.47,-2.71,5.18,22504
-7.88,-2.43,5.33,27652
-8.32,-2.67,4.12,20892
-8.12,-2.67,4.86,22484
-6.90,-0.55,6.08,27848
-7.65,-2.24,5.73,20820
-8.75,-2.90,5.22,22560
-8.28,-2.43,5.22,32656
-7.96,-1.41,4.94,21636
-7.96,-0.82,6.24,25160
-7.53,-2.16,4.75,24268
-7.96,-2.28,5.30,21684
-8.32,-1.41,4.35,25200
-8.39,-1.37,4.31,24424
-8.28,-2.00,4.20,21684
-8.36,-1.65,4.86,25180
-7.34,-2.35,3.57,24224
-8.36,-2.20,3.92,21672
-8.51,-2.24,4.00,25088
-9.34,-0.39,3.10,24248
-10.55,-1.41,6.20,21640
-9.96,-1.49,4.90,25184
-9.30,-1.80,4.16,24332
-8.32,-1.69,4.20,21640
-7.81,-2.20,4.04,25196
-7.85,-0.86,4.43,24232
-8.67,-1.69,4.00,21768
-9.73,-1.65,4.20,25136
-8.36,0.08,3.80,29080
-9.38,0.39,4.16,22372
-10.04,-1.10,4.24,27916
-10.16,-1.61,4.28,20892
-8.67,-0.51,2.90,22480
-8.43,2.82,3.37,27872
-8.94,2.20,3.18,20764
-9.41,3.96,2.63,22380
-8.36,2.20,2.63,27852
-9.45,0.63,2.71,20800
-9.53,-2.43,3.61,22404
-9.14,-1.22,4.55,27788
-7.02,1.14,3.77,20864
-7.77,-2.31,3.88,22392
-10.20,-2.35,3.73,27872
-11.06,-2.04,3.61,20844
-9.02,0.16,2.47,22436
-7.88,-2.35,2.63,27712
-9.26,-4.79,2.04,20868
-9.65,-3.22,2.28,22380
-8.63,-3.73,2.12,27812
-8.71,-3.41,2.75,20892
-9.34,-5.41,1.18,30516
-8.04,-3.65,2.08,24112
-8.87,-5.49,1.84,21488
-8.94,-2.71,1.57,24936
-10.32,-3.41,2.47,24200
-8.63,-3.73,3.10,21536
-8.43,-6.16,1.69,25004
-9.81,-5.49,1.02,24116
-9.92,-5.53,0.78,21464
-7.69,-4.94,0.78,25012
-9.34,-5.84,0.78,24108
-8.00,-5.14,0.78,21512
-7.69,-5.53,2.63,25036
-7.61,-6.75,1.33,24044
-8.04,-4.82,2.47,21508
-6.59,-5.30,0.35,24896
-7.65,-5.88,1.22,24144
-8.00,-5.18,1.33,21528
-7.49,-5.22,4.67,24956
-5.37,-4.51,1.29,24148
-7.45,-8.36,2.59,21548
